product_id,name,category,base_price,supplier,country,in_stock,discount,product_added_date
42,Bluetooth Speaker,Electronics,1458.47,SupplierA,Japan,True,40.17,2025-07-02T12:34:06.651937
43,Bed Frame,Furniture,1383.16,SupplierA,Germany,False,9.6,2025-07-21T12:34:06.651937
44,Refrigerator,Home Appliances,1008.79,SupplierC,Germany,False,21.39,2025-07-20T12:34:06.651937
45,Board Game,Toys,524.47,SupplierA,USA,False,5.84,2025-07-07T12:34:06.651937
46,Bluetooth Speaker,Electronics,1679.07,SupplierB,USA,False,16.63,2025-07-10T12:34:06.651937
47,Formal Shirt,Clothing,1754.82,SupplierD,India,False,28.27,2025-07-22T12:34:06.651937
48,Bluetooth Speaker,Electronics,1188.9,SupplierC,India,True,15.92,2025-07-13T12:34:06.651937
49,Study Desk,Furniture,1373.7,SupplierA,Japan,False,0.76,2025-07-04T12:34:06.651937
50,Cookbook,Books,1929.38,SupplierE,Germany,False,31.45,2025-07-06T12:34:06.651937
51,Dollhouse,Toys,1730.73,SupplierB,Germany,True,40.31,2025-07-15T12:34:06.651937
52,Children's Storybook,Books,1357.65,SupplierE,Germany,False,29.05,2025-06-26T12:34:06.651937
53,Wardrobe,Furniture,421.63,SupplierA,Japan,False,47.79,2025-07-04T12:34:06.651937
54,Tablet,Electronics,1404.47,SupplierC,UK,False,18.77,2025-07-21T12:34:06.651937
55,Raincoat,Clothing,277.07,SupplierB,Japan,True,48.05,2025-07-06T12:34:06.651937
56,Formal Shirt,Clothing,1142.22,SupplierE,UK,True,45.67,2025-06-28T12:34:06.651937
57,Raincoat,Clothing,198.69,SupplierA,USA,True,34.67,2025-06-25T12:34:06.651937
58,Office Chair,Furniture,1564.33,SupplierD,USA,False,30.56,2025-07-06T12:34:06.651937
59,Puzzle Set,Toys,582.18,SupplierA,India,True,10.39,2025-07-24T12:34:06.651937
60,Office Chair,Furniture,774.7,SupplierE,Germany,True,33.02,2025-06-28T12:34:06.651937
61,Gym Bag,Sportswear,106.96,SupplierE,USA,True,49.69,2025-07-24T12:34:06.651937
62,Children's Storybook,Books,1395.24,SupplierB,India,False,8.87,2025-07-19T12:34:06.651937
63,Raincoat,Clothing,128.46,SupplierC,Japan,False,40.88,2025-07-11T12:34:06.651937
64,Football Boots,Sportswear,1429.54,SupplierE,India,False,40.72,2025-07-16T12:34:06.651937
65,Office Chair,Furniture,795.14,SupplierD,UK,True,2.01,2025-06-27T12:34:06.651937
66,Sneakers,Clothing,1431.42,SupplierE,USA,True,5.49,2025-07-12T12:34:06.651937
67,Sports T-Shirt,Clothing,90.3,SupplierA,Japan,False,16.01,2025-07-25T12:34:06.651937
68,Washing Machine,Home Appliances,372.18,SupplierC,USA,True,24.56,2025-06-25T12:34:06.651937
69,Jeans,Clothing,553.07,SupplierA,USA,True,35.73,2025-07-06T12:34:06.651937
70,4K Monitor,Electronics,1067.49,SupplierC,USA,True,19.01,2025-07-04T12:34:06.651937
71,Remote Control Car,Toys,50.07,SupplierB,Japan,True,5.37,2025-07-16T12:34:06.651937
72,Cookbook,Books,548.34,SupplierA,Japan,False,13.31,2025-07-25T12:34:06.651937
73,Bookshelf,Furniture,923.81,SupplierA,India,True,33.4,2025-07-22T12:34:06.651937
74,Dollhouse,Toys,725.42,SupplierA,UK,True,5.29,2025-07-24T12:34:06.651937
75,Office Chair,Furniture,423.59,SupplierA,UK,False,13.29,2025-07-12T12:34:06.651937
76,Board Game,Toys,1984.01,SupplierB,UK,True,33.65,2025-07-05T12:34:06.651937
77,Refrigerator,Home Appliances,1719.09,SupplierD,India,True,7.34,2025-07-08T12:34:06.651937
78,Dollhouse,Toys,1733.44,SupplierD,India,False,43.06,2025-07-17T12:34:06.651937
79,4K Monitor,Electronics,630.3,SupplierB,India,True,16.78,2025-07-24T12:34:06.651937
80,Remote Control Car,Toys,1216.57,SupplierA,Japan,True,1.32,2025-07-24T12:34:06.651937
81,Bookshelf,Furniture,1322.48,SupplierA,India,False,17.11,2025-07-05T12:34:06.651937
82,Travel Guide,Books,128.98,SupplierB,India,True,0.99,2025-06-25T12:34:06.651937
83,Microwave Oven,Home Appliances,272.27,SupplierE,India,False,17.37,2025-07-11T12:34:06.651937
84,4K Monitor,Electronics,1213.4,SupplierC,Japan,False,40.26,2025-07-20T12:34:06.651937
85,Bluetooth Speaker,Electronics,926.0,SupplierA,India,False,34.64,2025-07-24T12:34:06.651937
86,Washing Machine,Home Appliances,1180.2,SupplierD,USA,False,32.18,2025-06-25T12:34:06.651937
87,Bluetooth Speaker,Electronics,1727.52,SupplierB,Japan,False,35.93,2025-07-25T12:34:06.651937
88,Puzzle Set,Toys,1359.1,SupplierC,India,False,0.22,2025-07-21T12:34:06.651937
89,Office Chair,Furniture,1736.4,SupplierD,India,False,32.4,2025-07-09T12:34:06.651937
90,Bluetooth Speaker,Electronics,1388.33,SupplierD,Germany,True,12.13,2025-07-13T12:34:06.651937
91,Puzzle Set,Toys,1618.0,SupplierB,Germany,False,47.63,2025-06-26T12:34:06.651937
92,Tennis Racket,Sportswear,1532.16,SupplierE,Germany,True,5.46,2025-07-05T12:34:06.651937
93,Bookshelf,Furniture,536.92,SupplierC,Germany,True,36.16,2025-07-01T12:34:06.651937
94,Bluetooth Speaker,Electronics,607.39,SupplierB,USA,False,4.4,2025-07-01T12:34:06.651937
95,Winter Jacket,Clothing,1691.75,SupplierD,India,False,35.09,2025-07-20T12:34:06.651937
96,Formal Shirt,Clothing,284.1,SupplierC,India,False,22.72,2025-07-25T12:34:06.651937
97,Air Conditioner,Home Appliances,828.12,SupplierC,India,True,11.4,2025-06-28T12:34:06.651937
98,Wireless Headphones,Electronics,1598.26,SupplierB,Germany,False,48.68,2025-07-07T12:34:06.651937
99,Football Boots,Sportswear,1283.91,SupplierE,Germany,False,15.16,2025-07-15T12:34:06.651937
100,Sneakers,Clothing,1779.67,SupplierD,USA,True,3.73,2025-07-14T12:34:06.651937
101,Office Chair,Furniture,1926.71,SupplierA,Germany,True,38.75,2025-06-30T12:34:06.651937
102,Wardrobe,Furniture,898.38,SupplierE,USA,True,20.08,2025-07-04T12:34:06.651937
103,Raincoat,Clothing,702.7,SupplierE,India,True,26.3,2025-07-17T12:34:06.651937
104,Gaming Console,Electronics,1194.45,SupplierE,Japan,False,3.24,2025-06-28T12:34:06.651937
105,Cookbook,Books,1878.62,SupplierC,India,False,11.54,2025-07-20T12:34:06.651937
106,Running Shoes,Clothing,1459.74,SupplierE,India,False,35.88,2025-07-13T12:34:06.651937
107,Wardrobe,Furniture,305.53,SupplierA,Germany,False,1.11,2025-07-01T12:34:06.651937
108,Running Shoes,Clothing,1844.98,SupplierB,UK,True,21.63,2025-07-17T12:34:06.651937
109,Refrigerator,Home Appliances,1583.98,SupplierE,USA,True,2.37,2025-07-24T12:34:06.651937
110,Sofa,Furniture,395.87,SupplierE,USA,False,33.91,2025-07-17T12:34:06.651937
111,Tennis Racket,Sportswear,1800.84,SupplierE,Japan,False,44.54,2025-07-12T12:34:06.651937
112,Basketball Shoes,Sportswear,1462.7,SupplierD,India,False,21.55,2025-07-15T12:34:06.651937
113,Sports T-Shirt,Clothing,1469.69,SupplierB,Germany,False,3.61,2025-07-10T12:34:06.651937
114,Vacuum Cleaner,Home Appliances,1204.77,SupplierA,USA,True,29.05,2025-07-21T12:34:06.651937
115,Wardrobe,Furniture,1519.43,SupplierA,Japan,True,30.32,2025-07-10T12:34:06.651937
116,Winter Jacket,Clothing,1046.78,SupplierE,USA,False,30.45,2025-07-09T12:34:06.651937
117,Yoga Mat,Sportswear,1170.82,SupplierC,India,False,22.59,2025-07-23T12:34:06.651937
118,Remote Control Car,Toys,427.01,SupplierD,Japan,True,27.03,2025-07-08T12:34:06.651937
119,Coffee Maker,Home Appliances,1882.45,SupplierA,USA,True,0.54,2025-07-24T12:34:06.651937
120,Sneakers,Clothing,1783.23,SupplierE,Germany,True,42.02,2025-07-01T12:34:06.651937
121,Coffee Maker,Home Appliances,554.24,SupplierE,Japan,True,18.74,2025-07-01T12:34:06.651937
122,Cycling Helmet,Sportswear,1115.94,SupplierC,India,True,45.38,2025-07-19T12:34:06.651937
123,Wardrobe,Furniture,746.76,SupplierD,Japan,False,20.52,2025-07-08T12:34:06.651937
124,Building Blocks,Toys,1603.09,SupplierB,India,False,7.42,2025-07-14T12:34:06.651937
125,Air Conditioner,Home Appliances,1813.19,SupplierC,India,False,25.15,2025-07-21T12:34:06.651937
126,Travel Guide,Books,113.81,SupplierD,Germany,False,8.57,2025-07-14T12:34:06.651937
127,Board Game,Toys,1412.03,SupplierC,USA,True,16.89,2025-06-25T12:34:06.651937
128,Tablet,Electronics,1904.42,SupplierC,Germany,True,6.53,2025-07-12T12:34:06.651937
129,Sports T-Shirt,Clothing,49.04,SupplierA,Japan,True,9.9,2025-07-13T12:34:06.651937
130,Sneakers,Clothing,752.27,SupplierE,UK,True,34.27,2025-06-25T12:34:06.651937
131,Football Boots,Sportswear,1515.58,SupplierA,USA,True,26.75,2025-07-04T12:34:06.651937
132,Children's Storybook,Books,84.4,SupplierE,India,False,45.06,2025-07-25T12:34:06.651937
133,Building Blocks,Toys,1886.21,SupplierA,USA,False,16.41,2025-07-25T12:34:06.651937
134,Action Figure,Toys,1099.15,SupplierD,Germany,True,41.54,2025-07-08T12:34:06.651937
135,Bluetooth Speaker,Electronics,761.74,SupplierB,Germany,False,15.62,2025-07-07T12:34:06.651937
136,Gym Bag,Sportswear,1523.6,SupplierA,Germany,False,10.48,2025-06-29T12:34:06.651937
137,Board Game,Toys,1808.29,SupplierB,UK,False,29.0,2025-07-15T12:34:06.651937
138,Biography,Books,1959.32,SupplierC,Germany,True,21.43,2025-07-22T12:34:06.651937
139,Puzzle Set,Toys,1861.15,SupplierE,Japan,True,32.94,2025-07-20T12:34:06.651937
140,Smartphone,Electronics,1926.9,SupplierA,USA,True,23.78,2025-07-03T12:34:06.651937
141,Smartwatch,Electronics,559.23,SupplierA,India,False,47.83,2025-07-18T12:34:06.651937
142,Laptop,Electronics,1997.66,SupplierA,Japan,False,44.72,2025-07-18T12:34:06.651937
143,Gym Bag,Sportswear,1817.3,SupplierB,Japan,False,4.96,2025-06-29T12:34:06.651937
144,Study Desk,Furniture,261.64,SupplierA,India,False,43.5,2025-06-26T12:34:06.651937
145,Biography,Books,1688.69,SupplierE,India,False,11.19,2025-07-02T12:34:06.651937
146,Dining Table,Furniture,1272.53,SupplierA,Japan,True,45.06,2025-07-15T12:34:06.651937
147,Biography,Books,732.38,SupplierC,India,False,40.49,2025-07-19T12:34:06.651937
148,Mystery Novel,Books,518.83,SupplierC,Germany,False,3.01,2025-07-17T12:34:06.651937
149,4K Monitor,Electronics,1739.84,SupplierC,Germany,False,42.97,2025-06-25T12:34:06.651937
150,Wardrobe,Furniture,1618.93,SupplierD,India,True,13.11,2025-07-01T12:34:06.651937
151,Smartwatch,Electronics,1085.74,SupplierB,USA,True,33.98,2025-06-27T12:34:06.651937
152,Sofa,Furniture,400.17,SupplierE,UK,True,10.08,2025-07-14T12:34:06.651937
153,Dining Table,Furniture,769.18,SupplierB,USA,False,26.11,2025-07-25T12:34:06.651937
154,Building Blocks,Toys,1783.69,SupplierB,USA,False,10.19,2025-07-22T12:34:06.651937
155,Wireless Headphones,Electronics,963.34,SupplierA,UK,True,9.03,2025-07-06T12:34:06.651937
156,Basketball Shoes,Sportswear,1655.78,SupplierB,India,True,20.34,2025-07-02T12:34:06.651937
157,Refrigerator,Home Appliances,935.6,SupplierE,USA,True,37.57,2025-07-24T12:34:06.651937
158,Running Shoes,Clothing,1361.9,SupplierE,India,False,45.52,2025-07-16T12:34:06.651937
159,Microwave Oven,Home Appliances,1470.94,SupplierB,UK,False,3.75,2025-07-07T12:34:06.651937
160,Tablet,Electronics,420.96,SupplierE,UK,True,35.52,2025-07-08T12:34:06.651937
161,Bluetooth Speaker,Electronics,673.6,SupplierB,Germany,False,45.4,2025-07-02T12:34:06.651937
162,Travel Guide,Books,185.22,SupplierB,USA,False,48.33,2025-07-02T12:34:06.651937
163,Wardrobe,Furniture,1663.16,SupplierB,India,False,44.66,2025-07-07T12:34:06.651937
164,Running Shoes,Clothing,1040.39,SupplierC,USA,False,37.4,2025-07-09T12:34:06.651937
165,Travel Guide,Books,522.55,SupplierE,Japan,True,2.92,2025-07-10T12:34:06.651937
166,Coffee Maker,Home Appliances,758.17,SupplierE,UK,True,32.8,2025-06-29T12:34:06.651937
167,Wardrobe,Furniture,1698.19,SupplierA,Japan,True,9.81,2025-06-25T12:34:06.651937
168,Children's Storybook,Books,1074.61,SupplierE,Germany,False,4.26,2025-06-25T12:34:06.651937
169,Winter Jacket,Clothing,699.84,SupplierC,USA,False,11.31,2025-07-05T12:34:06.651937
170,Travel Guide,Books,1420.63,SupplierD,Germany,True,12.34,2025-07-16T12:34:06.651937
171,Dollhouse,Toys,277.93,SupplierA,India,True,31.4,2025-07-22T12:34:06.651937
172,Smartphone,Electronics,168.91,SupplierA,UK,True,34.41,2025-07-14T12:34:06.651937
173,Air Conditioner,Home Appliances,827.57,SupplierB,India,True,0.51,2025-06-28T12:34:06.651937
174,Running Shoes,Clothing,1999.95,SupplierB,Germany,True,29.74,2025-07-08T12:34:06.651937
175,Basketball Shoes,Sportswear,801.28,SupplierA,Japan,True,6.25,2025-07-07T12:34:06.651937
176,Washing Machine,Home Appliances,1602.39,SupplierC,Germany,True,49.08,2025-06-26T12:34:06.651937
177,Office Chair,Furniture,825.14,SupplierD,USA,True,10.23,2025-07-21T12:34:06.651937
178,Sports T-Shirt,Clothing,1886.56,SupplierC,India,False,7.1,2025-07-10T12:34:06.651937
179,Sports T-Shirt,Clothing,784.96,SupplierE,Germany,True,25.54,2025-07-08T12:34:06.651937
180,Bed Frame,Furniture,946.44,SupplierC,India,True,15.49,2025-07-13T12:34:06.651937
181,Action Figure,Toys,1476.26,SupplierB,UK,False,3.27,2025-07-10T12:34:06.651937
182,Refrigerator,Home Appliances,1619.37,SupplierD,India,True,37.15,2025-07-17T12:34:06.651937
183,Gaming Console,Electronics,1446.89,SupplierA,India,False,22.71,2025-07-09T12:34:06.651937
184,Yoga Mat,Sportswear,1846.55,SupplierC,Japan,False,26.92,2025-07-02T12:34:06.651937
185,Science Fiction,Books,81.62,SupplierC,USA,False,13.96,2025-07-07T12:34:06.651937
186,Science Fiction,Books,1742.61,SupplierD,USA,True,12.46,2025-07-06T12:34:06.651937
187,Bluetooth Speaker,Electronics,1298.51,SupplierD,India,False,16.12,2025-06-26T12:34:06.651937
188,Wardrobe,Furniture,1592.86,SupplierB,Japan,True,5.31,2025-07-01T12:34:06.651937
189,Mystery Novel,Books,135.63,SupplierC,USA,True,36.84,2025-07-14T12:34:06.651937
190,Sneakers,Clothing,501.67,SupplierC,UK,True,43.24,2025-07-06T12:34:06.651937
191,Travel Guide,Books,1675.07,SupplierB,India,True,19.5,2025-06-25T12:34:06.651937
192,Mystery Novel,Books,231.1,SupplierA,Germany,True,4.33,2025-07-04T12:34:06.651937
193,Dollhouse,Toys,198.71,SupplierD,Germany,True,1.25,2025-07-18T12:34:06.651937
194,Science Fiction,Books,1640.4,SupplierC,India,True,11.23,2025-07-22T12:34:06.651937
195,Wireless Headphones,Electronics,1669.47,SupplierE,Germany,True,32.71,2025-07-14T12:34:06.651937
196,Vacuum Cleaner,Home Appliances,1048.2,SupplierE,USA,False,37.29,2025-07-04T12:34:06.651937
197,Sports T-Shirt,Clothing,480.71,SupplierB,Japan,True,38.52,2025-06-26T12:34:06.651937
198,Formal Shirt,Clothing,1049.99,SupplierA,India,False,30.45,2025-07-15T12:34:06.651937
199,Sneakers,Clothing,1245.67,SupplierA,USA,False,29.87,2025-06-30T12:34:06.651937
200,Bookshelf,Furniture,1711.9,SupplierD,UK,False,25.28,2025-07-06T12:34:06.651937
201,Remote Control Car,Toys,357.65,SupplierE,UK,False,28.72,2025-07-12T12:34:06.651937
202,Office Chair,Furniture,1087.8,SupplierE,USA,True,29.43,2025-07-14T12:34:06.651937
203,Study Desk,Furniture,1793.83,SupplierE,Japan,True,14.52,2025-06-30T12:34:06.651937
204,Laptop,Electronics,1686.55,SupplierB,Japan,False,42.93,2025-07-12T12:34:06.651937
205,Wardrobe,Furniture,1951.27,SupplierA,India,True,11.93,2025-06-26T12:34:06.651937
206,Office Chair,Furniture,1123.44,SupplierC,Japan,False,22.21,2025-06-25T12:34:06.651937
207,Dollhouse,Toys,1847.73,SupplierE,UK,False,3.51,2025-07-23T12:34:06.651937
208,Dining Table,Furniture,615.46,SupplierB,Japan,False,30.28,2025-07-22T12:34:06.651937
209,Tablet,Electronics,1281.82,SupplierB,India,True,38.69,2025-07-16T12:34:06.651937
210,Gym Bag,Sportswear,274.51,SupplierB,USA,True,38.38,2025-07-22T12:34:06.651937
211,Mystery Novel,Books,1172.5,SupplierB,Japan,True,16.28,2025-07-13T12:34:06.651937
212,Air Conditioner,Home Appliances,1790.13,SupplierE,UK,False,0.74,2025-07-14T12:34:06.651937
213,Sofa,Furniture,1581.69,SupplierE,USA,True,25.18,2025-06-26T12:34:06.651937
214,Cookbook,Books,1706.86,SupplierB,Japan,False,45.22,2025-06-27T12:34:06.651937
215,Study Desk,Furniture,436.92,SupplierA,UK,False,14.0,2025-07-05T12:34:06.651937
216,Tablet,Electronics,606.33,SupplierE,Japan,True,32.21,2025-07-12T12:34:06.651937
217,Travel Guide,Books,1696.18,SupplierE,Japan,True,49.55,2025-07-18T12:34:06.651937
218,Basketball Shoes,Sportswear,1692.19,SupplierA,Germany,False,36.45,2025-06-26T12:34:06.651937
219,Winter Jacket,Clothing,989.75,SupplierD,Germany,True,35.23,2025-07-08T12:34:06.651937
220,Remote Control Car,Toys,1244.19,SupplierE,UK,False,19.0,2025-07-15T12:34:06.651937
221,Running Shoes,Clothing,431.35,SupplierA,India,True,14.42,2025-06-28T12:34:06.651937
222,Basketball Shoes,Sportswear,180.56,SupplierD,India,True,37.23,2025-07-12T12:34:06.651937
223,Smartphone,Electronics,160.05,SupplierA,Germany,False,31.63,2025-07-25T12:34:06.651937
224,Mystery Novel,Books,1080.54,SupplierB,India,False,21.54,2025-06-26T12:34:06.651937
225,4K Monitor,Electronics,461.11,SupplierE,USA,False,3.99,2025-07-21T12:34:06.651937
226,Dining Table,Furniture,1949.52,SupplierB,Germany,False,5.99,2025-07-03T12:34:06.651937
227,Winter Jacket,Clothing,569.15,SupplierD,India,False,26.65,2025-06-28T12:34:06.651937
228,Laptop,Electronics,198.76,SupplierD,Germany,False,19.74,2025-07-11T12:34:06.651937
229,Dining Table,Furniture,397.77,SupplierD,USA,False,44.08,2025-07-24T12:34:06.651937
230,Cookbook,Books,1665.08,SupplierB,Germany,True,36.59,2025-07-11T12:34:06.651937
231,Yoga Mat,Sportswear,1405.3,SupplierA,UK,True,37.02,2025-06-29T12:34:06.651937
232,Cookbook,Books,603.8,SupplierE,India,True,42.95,2025-07-16T12:34:06.651937
233,Vacuum Cleaner,Home Appliances,1564.66,SupplierA,USA,False,49.55,2025-07-24T12:34:06.651937
234,Vacuum Cleaner,Home Appliances,1352.63,SupplierE,USA,False,9.75,2025-07-09T12:34:06.651937
235,Mystery Novel,Books,369.65,SupplierE,Japan,True,32.09,2025-06-29T12:34:06.651937
236,Vacuum Cleaner,Home Appliances,1236.03,SupplierC,UK,True,9.5,2025-07-19T12:34:06.651937
237,Bluetooth Speaker,Electronics,1203.75,SupplierA,USA,True,33.92,2025-07-21T12:34:06.651937
238,Cookbook,Books,1203.21,SupplierE,USA,False,39.62,2025-06-26T12:34:06.651937
239,Dollhouse,Toys,1013.13,SupplierE,Germany,True,48.48,2025-06-29T12:34:06.651937
240,Refrigerator,Home Appliances,570.47,SupplierB,India,False,3.57,2025-07-25T12:34:06.651937
241,Cookbook,Books,568.97,SupplierC,Germany,True,49.61,2025-07-03T12:34:06.651937
242,Coffee Maker,Home Appliances,960.11,SupplierC,India,True,36.25,2025-07-04T12:34:06.651937
243,Laptop,Electronics,1782.53,SupplierB,India,True,19.77,2025-07-23T12:34:06.651937
244,Winter Jacket,Clothing,590.76,SupplierC,USA,True,22.29,2025-06-26T12:34:06.651937
245,Bed Frame,Furniture,129.06,SupplierE,UK,True,45.75,2025-07-10T12:34:06.651937
246,Children's Storybook,Books,371.79,SupplierE,USA,True,35.48,2025-07-08T12:34:06.651937
247,Sneakers,Clothing,1750.99,SupplierA,India,True,46.45,2025-07-02T12:34:06.651937
248,Vacuum Cleaner,Home Appliances,736.34,SupplierE,USA,False,3.32,2025-06-29T12:34:06.651937
249,Action Figure,Toys,684.66,SupplierA,Germany,True,44.84,2025-07-02T12:34:06.651937
250,Tablet,Electronics,785.18,SupplierB,India,True,45.89,2025-07-07T12:34:06.651937
251,Basketball Shoes,Sportswear,820.73,SupplierA,Germany,True,39.87,2025-07-05T12:34:06.651937
252,Wireless Headphones,Electronics,765.78,SupplierA,India,True,10.39,2025-07-04T12:34:06.651937
253,Wardrobe,Furniture,493.6,SupplierB,India,False,28.84,2025-07-15T12:34:06.651937
254,Football Boots,Sportswear,1043.31,SupplierA,Germany,False,27.58,2025-07-04T12:34:06.651937
255,Tennis Racket,Sportswear,336.94,SupplierA,USA,False,24.02,2025-07-19T12:34:06.651937
256,Raincoat,Clothing,317.9,SupplierE,India,True,47.08,2025-06-28T12:34:06.651937
257,Dollhouse,Toys,1310.97,SupplierD,Germany,False,6.67,2025-07-25T12:34:06.651937
258,Air Conditioner,Home Appliances,1143.59,SupplierE,Japan,False,17.85,2025-07-20T12:34:06.651937
259,Wardrobe,Furniture,1330.84,SupplierD,USA,True,4.26,2025-07-10T12:34:06.651937
260,Action Figure,Toys,1277.06,SupplierB,India,False,30.47,2025-07-14T12:34:06.651937
261,Dining Table,Furniture,1136.4,SupplierD,USA,False,43.72,2025-07-03T12:34:06.651937
262,Children's Storybook,Books,241.47,SupplierA,India,True,8.37,2025-07-15T12:34:06.651937
263,Wardrobe,Furniture,493.17,SupplierB,Germany,True,48.47,2025-06-26T12:34:06.651937
264,Wardrobe,Furniture,1995.76,SupplierD,UK,True,36.89,2025-06-29T12:34:06.651937
265,Board Game,Toys,986.89,SupplierA,USA,True,30.44,2025-07-23T12:34:06.651937
266,Bed Frame,Furniture,206.27,SupplierE,UK,False,8.37,2025-07-24T12:34:06.651937
267,Coffee Maker,Home Appliances,202.21,SupplierA,UK,False,32.55,2025-06-25T12:34:06.651937
268,Raincoat,Clothing,283.77,SupplierA,Germany,False,42.39,2025-07-24T12:34:06.651937
269,Vacuum Cleaner,Home Appliances,1325.32,SupplierC,India,True,46.8,2025-06-27T12:34:06.651937
270,Wireless Headphones,Electronics,1402.72,SupplierA,Germany,True,31.59,2025-07-19T12:34:06.651937
271,Yoga Mat,Sportswear,1247.91,SupplierD,Germany,True,21.19,2025-07-15T12:34:06.651937
272,Board Game,Toys,1581.06,SupplierB,USA,False,30.93,2025-06-30T12:34:06.651937
273,Science Fiction,Books,715.16,SupplierB,UK,False,11.48,2025-07-11T12:34:06.651937
274,Science Fiction,Books,1538.97,SupplierD,India,False,12.61,2025-07-03T12:34:06.651937
275,Children's Storybook,Books,12.12,SupplierD,India,False,34.58,2025-06-26T12:34:06.651937
276,Tablet,Electronics,1340.3,SupplierC,Germany,False,17.85,2025-07-19T12:34:06.651937
277,Building Blocks,Toys,1814.42,SupplierC,Japan,True,20.27,2025-07-01T12:34:06.651937
278,Jeans,Clothing,456.16,SupplierE,USA,False,42.2,2025-07-15T12:34:06.651937
279,Remote Control Car,Toys,695.9,SupplierE,Japan,True,6.23,2025-07-07T12:34:06.651937
